loan_id,rating,EAD,PD,LGD,RW,book_value,DPD,Accion_final,Reason_Code,Convergencia_Caso,Accion_micro,Accion_macro,Macro_Assignment,EVA_pre,EVA_post,capital_release_cf,capital_release_realized,plazo_optimo,tasa_nueva,quita,acceptance_score,precio_optimo,recovery_sale,pnl_realized,sale_insulting_flag,sale_within_loss_cap,sale_meets_recovery_min,sale_executable,sale_loss_pct,sale_mandate,sale_mandate_reason,valor_referencia,recovery_rate,case_status,next_step,next_step_reason,review_due_days,required_data_flags,override_reason
L000022,A,155043,0.470000,0.400000,1.000000,67606.712400,362,MANTENER,RC05_KEEP_ACCEPTABLE_ECONOMICS,MACRO_NOT_APPLIED,MANTENER,MANTENER,NO_ASIGNADO,-19070.289000,-19070.289000,16279.515000,0.000000,,,,43.333333,32287.478980,0.208249,0.000000,False,True,True,True,0.791751,False,,67606.712400,0.208249,NORMAL,,,,,
L000023,BB,9769659,0.410000,0.400000,1.500000,4454439.838570,145,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1641302.712000,-7923.376929,1538721.292500,0.000000,240.000000,0.090000,0.000000,27.279918,1148269.410446,0.117534,0.000000,False,False,False,False,0.882466,False,,4454439.838570,0.117534,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000024,A,287615,0.370000,0.400000,1.500000,169912.100017,111,VENDER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-49757.395000,56846.846666,45299.362500,45299.362500,240.000000,0.190000,0.000000,27.000000,45423.267210,0.157931,-124488.832807,False,True,True,True,0.842069,False,,169912.100017,0.157931,NORMAL,,,,,
L000025,BBB,12861264,0.390000,0.400000,1.500000,6122531.934331,130,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-2392195.104000,2552946.524991,2025649.080000,0.000000,240.000000,0.190000,0.000000,20.944935,1739275.582463,0.135234,0.000000,False,False,False,False,0.864766,False,,6122531.934331,0.135234,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000026,CCC,4230979,0.500000,0.597085,1.500000,2002511.976212,312,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-720413.798118,711598.003713,666379.192500,0.000000,240.000000,0.190000,0.050000,0.000000,379066.609989,0.089593,0.000000,True,False,False,False,0.910407,False,,2002511.976212,0.089593,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000027,CCC,56380099,0.500000,0.597134,1.500000,17666821.626052,199,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-9882503.844824,11192232.546198,8879865.592500,0.000000,240.000000,0.190000,0.000000,9.385623,4347183.426312,0.077105,0.000000,True,False,False,False,0.922895,False,,17666821.626052,0.077105,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000028,B,10893017,0.480000,0.433789,1.500000,4400723.570332,190,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1744073.242687,2162213.436794,1715650.177500,0.000000,240.000000,0.190000,0.000000,25.242808,1246572.391526,0.114438,0.000000,False,False,False,False,0.885562,False,,4400723.570332,0.114438,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000029,BBB,6286859,0.390000,0.400000,1.500000,3502232.363840,101,VENDER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1106487.184000,1247806.688045,990180.292500,990180.292500,240.000000,0.190000,0.000000,27.000000,982366.648679,0.156257,-2519865.715161,False,True,True,True,0.843743,False,,3502232.363840,0.156257,NORMAL,,,,,
L000030,BB,438048,0.460000,0.400000,1.500000,182006.894927,186,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-67021.344000,86710.553129,68992.560000,0.000000,240.000000,0.190000,0.000000,27.000000,52548.425473,0.119960,0.000000,False,False,False,False,0.880040,False,,182006.894927,0.119960,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000031,B,727940,0.430000,0.423030,1.000000,465985.114664,127,MANTENER,RC02_SELL_BLOCKED_FIRE_SALE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-88773.296561,0.000000,76433.700000,0.000000,,,,43.333333,148499.459982,0.204000,0.000000,False,True,True,True,0.796000,False,,465985.114664,0.204000,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,FIRESALE_BLOCKED_AND_RESTRUCTURE_NOT_VIABLE,30.000000,viability_assessment,FIRESALE_BLOCKED_RESTRUCTURE_NOT_VIABLE_FALLBACK_MAINTAIN
L000032,BBB,2517320,0.390000,0.400000,1.500000,1207536.067332,169,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-455634.920000,499484.137818,396477.900000,0.000000,240.000000,0.190000,0.000000,18.764485,334565.051748,0.132905,0.000000,False,False,False,False,0.867095,False,,1207536.067332,0.132905,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000033,BB,6325403,0.410000,0.400000,1.500000,3057245.506046,115,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1094294.719000,1255458.378179,996250.972500,0.000000,240.000000,0.190000,0.000000,15.389836,838935.800132,0.132630,0.000000,False,False,False,False,0.867370,False,,3057245.506046,0.132630,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000034,AAA,2260898,0.350000,0.400000,1.500000,1070629.106072,94,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-416005.232000,448579.673115,356091.435000,0.000000,240.000000,0.190000,0.000000,27.000000,326542.980644,0.144431,0.000000,False,False,False,False,0.855569,False,,1070629.106072,0.144431,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000035,BBB,20425250,0.390000,0.400000,1.500000,8499545.844642,97,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-3799096.500000,4054536.319764,3216976.875000,0.000000,240.000000,0.190000,0.000000,12.681440,2817146.280128,0.137925,0.000000,False,False,False,False,0.862075,False,,8499545.844642,0.137925,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000036,BB,27236534,0.410000,0.400000,1.500000,12282408.450281,136,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-4848103.052000,3226610.820760,4289754.105000,0.000000,240.000000,0.150000,0.000000,13.569042,3572085.255644,0.131151,0.000000,False,False,False,False,0.868849,False,,12282408.450281,0.131151,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000037,A,3524730,0.370000,0.400000,1.500000,1637033.257394,148,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-645025.590000,699473.478776,555144.975000,0.000000,240.000000,0.190000,0.000000,27.000000,480687.949637,0.136376,0.000000,False,False,False,False,0.863624,False,,1637033.257394,0.136376,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000038,A,4822743,0.420000,0.400000,1.500000,2342352.965382,215,VENDER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-834334.539000,957152.839140,759582.022500,759582.022500,240.000000,0.190000,0.000000,27.000000,754549.182672,0.156456,-1587803.782710,False,True,True,True,0.843544,False,,2342352.965382,0.156456,NORMAL,,,,,
L000039,B,2386374,0.480000,0.456325,1.500000,1172506.351441,244,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-371124.041799,473488.957857,375853.905000,0.000000,240.000000,0.190000,0.000000,14.892754,293105.440412,0.122825,0.000000,True,False,False,False,0.877175,False,,1172506.351441,0.122825,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000040,CCC,20000115,0.450000,0.639940,1.500000,7808310.203802,120,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-3699751.357904,3970139.233589,3150018.112500,0.000000,240.000000,0.190000,0.000000,25.817611,1450212.841857,0.072510,0.000000,True,False,False,False,0.927490,False,,7808310.203802,0.072510,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000041,BB,376920,0.510000,0.402636,1.500000,160759.132130,521,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-54152.872388,74575.525252,59364.900000,0.000000,240.000000,0.190000,0.000000,18.880722,49555.129953,0.131474,0.000000,False,False,False,False,0.868526,False,,160759.132130,0.131474,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000042,B,225033,0.480000,0.463533,1.500000,100863.839779,254,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-34260.831222,44423.173150,35442.697500,0.000000,240.000000,0.190000,0.000000,27.000000,27202.911107,0.120884,0.000000,False,False,False,False,0.879116,False,,100863.839779,0.120884,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000043,CCC,7389877,0.450000,0.503173,1.500000,3782081.249655,99,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1139622.605375,1466775.968542,1163905.627500,0.000000,240.000000,0.190000,0.000000,19.928010,895698.546306,0.121206,0.000000,True,False,False,False,0.878794,False,,3782081.249655,0.121206,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000044,A,328764,0.370000,0.400000,1.500000,144765.131512,173,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-56876.172000,65015.677024,51780.330000,0.000000,240.000000,0.190000,0.000000,27.000000,42157.864642,0.128231,0.000000,False,False,False,False,0.871769,False,,144765.131512,0.128231,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000045,BBB,481838,0.440000,0.400000,1.500000,237513.804540,292,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-77575.918000,95403.670371,75889.485000,0.000000,240.000000,0.190000,0.000000,22.282030,69031.003532,0.143266,0.000000,False,False,False,False,0.856734,False,,237513.804540,0.143266,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000046,BBB,6914813,0.440000,0.400000,1.500000,2470248.706772,215,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1182433.023000,1372467.061291,1089083.047500,0.000000,240.000000,0.190000,0.000000,20.421986,889332.073642,0.128613,0.000000,False,False,False,False,0.871387,False,,2470248.706772,0.128613,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000047,A,6107332,0.370000,0.400000,1.500000,2772795.600004,133,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-1117641.756000,1212167.289573,961904.790000,0.000000,240.000000,0.190000,0.000000,21.769763,838824.507751,0.137347,0.000000,False,False,False,False,0.862653,False,,2772795.600004,0.137347,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
L000048,B,1212076,0.430000,0.436835,1.500000,717302.480034,167,MANTENER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-193834.593641,240369.291480,190901.970000,0.000000,240.000000,0.190000,0.000000,27.000000,160826.346983,0.132687,0.000000,True,False,False,False,0.867313,False,,717302.480034,0.132687,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,NEITHER_SALE_NOR_RESTRUCTURE_EXECUTABLE_TODAY,30.000000,,
