loan_id,rating,EAD,PD,LGD,RW,book_value,DPD,Accion_final,Reason_Code,Convergencia_Caso,Accion_micro,Accion_macro,Macro_Assignment,EVA_pre,EVA_post,capital_release_cf,capital_release_realized,plazo_optimo,tasa_nueva,quita,acceptance_score,precio_optimo,recovery_sale,pnl_realized,sale_insulting_flag,sale_within_loss_cap,sale_meets_recovery_min,sale_executable,sale_loss_pct,sale_mandate,sale_mandate_reason,valor_referencia,recovery_rate,case_status,next_step,next_step_reason,review_due_days,required_data_flags,override_reason
L000010,A,1603425,0.370000,0.400000,1.500000,772623.668020,157,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-293426.775000,0.000000,252539.437500,252539.437500,,,,54.569819,217816.979826,0.135845,-554806.688194,False,True,True,True,0.864155,False,,772623.668020,0.135845,NORMAL,,,,,
L000011,B,150759,0.430000,0.501656,1.000000,88703.863553,172,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-20933.807204,0.000000,15829.695000,15829.695000,,,,47.068965,26035.560295,0.172697,-62668.303259,False,True,True,True,0.827303,False,,88703.863553,0.172697,NORMAL,,,,,
L000012,AA,1774132,0.360000,0.400000,1.500000,1070880.229931,178,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-317569.628000,0.000000,279425.790000,279425.790000,,,,51.451028,275236.148502,0.155138,-795644.081429,False,True,True,True,0.844862,False,,1070880.229931,0.155138,NORMAL,,,,,
L000013,BBB,353910,0.390000,0.400000,1.500000,170263.295353,122,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-60518.610000,0.000000,55740.825000,55740.825000,,,,43.333333,45660.936352,0.129018,-124602.359000,False,True,True,True,0.870982,False,,170263.295353,0.129018,NORMAL,,,,,
L000014,BBB,1237300,0.390000,0.400000,1.500000,575610.681590,111,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-223951.300000,0.000000,194874.750000,194874.750000,,,,48.845217,169105.984251,0.136673,-406504.697338,False,True,True,True,0.863327,False,,575610.681590,0.136673,NORMAL,,,,,
L000015,BBB,1796067,0.390000,0.400000,1.500000,765159.215764,148,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-325088.127000,0.000000,282880.552500,282880.552500,,,,43.333333,240804.453500,0.134073,-524354.762264,False,True,True,True,0.865927,False,,765159.215764,0.134073,NORMAL,,,,,
L000016,BBB,1134233,0.390000,0.400000,1.500000,511939.952822,126,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-199625.008000,0.000000,178641.697500,178641.697500,,,,47.163019,146021.547682,0.128740,-365918.405141,False,True,True,True,0.871260,False,,511939.952822,0.128740,NORMAL,,,,,
L000017,B,6886344,0.430000,0.433703,1.500000,3231928.812774,92,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1165487.798731,0.000000,1084599.180000,1084599.180000,,,,43.519563,841703.480920,0.122228,-2390225.331854,False,True,True,True,0.877772,False,,3231928.812774,0.122228,NORMAL,,,,,
L000018,AAA,36789,0.400000,0.400000,1.500000,17980.555155,208,REESTRUCTURAR,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-6033.396000,7053.290482,5794.267500,2546.594494,240.000000,0.190000,0.000000,27.000000,5630.043289,0.153036,0.000000,False,True,True,True,0.846964,False,,17980.555155,0.153036,NORMAL,,,,,
L000019,B,3214644,0.480000,0.532640,1.500000,1021387.608645,276,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-558812.773366,0.000000,506306.430000,506306.430000,,,,43.333333,281605.504550,0.087601,-739782.104095,False,True,True,True,0.912399,True,"TIER2_CAPITAL_PRESSURE(score=3.18|AGE=9m,RECOVERY=8.8%)",1021387.608645,0.087601,NORMAL,,,,,
L000020,B,806337,0.480000,0.456474,1.500000,383660.652915,188,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-121396.985579,0.000000,126998.077500,126998.077500,,,,43.333333,100696.728486,0.124882,-282963.924429,False,True,True,True,0.875118,False,,383660.652915,0.124882,NORMAL,,,,,
L000021,BBB,7475722,0.390000,0.400000,1.500000,3491860.351106,164,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1353105.682000,0.000000,1177426.215000,1177426.215000,,,,48.887230,995526.242262,0.133168,-2496334.108844,False,True,True,True,0.866832,False,,3491860.351106,0.133168,NORMAL,,,,,
L000022,A,155043,0.470000,0.400000,1.000000,67606.712400,362,MANTENER,RC05_KEEP_ACCEPTABLE_ECONOMICS,MACRO_NOT_APPLIED,MANTENER,MANTENER,NO_ASIGNADO,-19070.289000,-19070.289000,16279.515000,0.000000,,,,43.333333,32287.478980,0.208249,0.000000,False,True,True,True,0.791751,False,,67606.712400,0.208249,NORMAL,,,,,
L000023,BB,9769659,0.410000,0.400000,1.500000,4454439.838570,145,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1641302.712000,0.000000,1538721.292500,1538721.292500,,,,46.423656,1148269.410446,0.117534,-3306170.428124,False,True,True,True,0.882466,False,,4454439.838570,0.117534,NORMAL,,,,,
L000024,A,287615,0.370000,0.400000,1.500000,169912.100017,111,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-49757.395000,0.000000,45299.362500,45299.362500,,,,56.247017,45423.267210,0.157931,-124488.832807,False,True,True,True,0.842069,False,,169912.100017,0.157931,NORMAL,,,,,
L000025,BBB,12861264,0.390000,0.400000,1.500000,6122531.934331,130,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2392195.104000,0.000000,2025649.080000,2025649.080000,,,,43.333333,1739275.582463,0.135234,-4383256.351868,False,True,True,True,0.864766,False,,6122531.934331,0.135234,NORMAL,,,,,
L000026,CCC,4230979,0.500000,0.597085,1.500000,2002511.976212,312,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-720413.798118,0.000000,666379.192500,666379.192500,,,,43.333333,379066.609989,0.089593,-1623445.366222,False,True,True,True,0.910407,True,"TIER2_CAPITAL_PRESSURE(score=3.26|AGE=10m,RECOVERY=9.0%)",2002511.976212,0.089593,NORMAL,,,,,
L000027,CCC,56380099,0.500000,0.597134,1.500000,17666821.626052,199,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-9882503.844824,0.000000,8879865.592500,8879865.592500,,,,43.333333,4347183.426312,0.077105,-13319638.199740,False,True,True,True,0.922895,True,"TIER2_CAPITAL_PRESSURE(score=3.03|AGE=7m,RECOVERY=7.7%)",17666821.626052,0.077105,NORMAL,,,,,
L000028,B,10893017,0.480000,0.433789,1.500000,4400723.570332,190,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1744073.242687,0.000000,1715650.177500,1715650.177500,,,,43.333333,1246572.391526,0.114438,-3154151.178806,False,True,True,True,0.885562,False,,4400723.570332,0.114438,NORMAL,,,,,
L000029,BBB,6286859,0.390000,0.400000,1.500000,3502232.363840,101,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1106487.184000,0.000000,990180.292500,990180.292500,,,,45.216244,982366.648679,0.156257,-2519865.715161,False,True,True,True,0.843743,False,,3502232.363840,0.156257,NORMAL,,,,,
L000030,BB,438048,0.460000,0.400000,1.500000,182006.894927,186,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-67021.344000,0.000000,68992.560000,68992.560000,,,,43.333333,52548.425473,0.119960,-129458.469455,False,True,True,True,0.880040,False,,182006.894927,0.119960,NORMAL,,,,,
L000031,B,727940,0.430000,0.423030,1.000000,465985.114664,127,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-88773.296561,0.000000,76433.700000,76433.700000,,,,43.333333,148499.459982,0.204000,-317485.654682,False,True,True,True,0.796000,False,,465985.114664,0.204000,NORMAL,,,,,
L000032,BBB,2517320,0.390000,0.400000,1.500000,1207536.067332,169,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-455634.920000,0.000000,396477.900000,396477.900000,,,,51.730100,334565.051748,0.132905,-872971.015585,False,True,True,True,0.867095,False,,1207536.067332,0.132905,NORMAL,,,,,
L000033,BB,6325403,0.410000,0.400000,1.500000,3057245.506046,115,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1094294.719000,0.000000,996250.972500,996250.972500,,,,43.333333,838935.800132,0.132630,-2218309.705914,False,True,True,True,0.867370,False,,3057245.506046,0.132630,NORMAL,,,,,
L000034,AAA,2260898,0.350000,0.400000,1.500000,1070629.106072,94,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-416005.232000,0.000000,356091.435000,356091.435000,,,,46.151969,326542.980644,0.144431,-744086.125428,False,True,True,True,0.855569,False,,1070629.106072,0.144431,NORMAL,,,,,
L000035,BBB,20425250,0.390000,0.400000,1.500000,8499545.844642,97,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3799096.500000,0.000000,3216976.875000,3216976.875000,,,,47.715089,2817146.280128,0.137925,-5682399.564514,False,True,True,True,0.862075,False,,8499545.844642,0.137925,NORMAL,,,,,
L000036,BB,27236534,0.410000,0.400000,1.500000,12282408.450281,136,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-4848103.052000,0.000000,4289754.105000,4289754.105000,,,,43.333333,3572085.255644,0.131151,-8710323.194637,False,True,True,True,0.868849,False,,12282408.450281,0.131151,NORMAL,,,,,
L000037,A,3524730,0.370000,0.400000,1.500000,1637033.257394,148,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-645025.590000,0.000000,555144.975000,555144.975000,,,,49.561285,480687.949637,0.136376,-1156345.307758,False,True,True,True,0.863624,False,,1637033.257394,0.136376,NORMAL,,,,,
L000038,A,4822743,0.420000,0.400000,1.500000,2342352.965382,215,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-834334.539000,0.000000,759582.022500,759582.022500,,,,46.692107,754549.182672,0.156456,-1587803.782710,False,True,True,True,0.843544,False,,2342352.965382,0.156456,NORMAL,,,,,
L000039,B,2386374,0.480000,0.456325,1.500000,1172506.351441,244,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-371124.041799,0.000000,375853.905000,375853.905000,,,,43.333333,293105.440412,0.122825,-879400.911029,False,True,True,True,0.877175,False,,1172506.351441,0.122825,NORMAL,,,,,
L000040,CCC,20000115,0.450000,0.639940,1.500000,7808310.203802,120,MANTENER,RC15_VOLUME_CAP_VOLUNTARY_SELL,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3699751.357904,0.000000,3150018.112500,0.000000,,,,46.775452,1450212.841857,0.072510,0.000000,False,True,True,True,0.927490,False,,7808310.203802,0.072510,HOLD_VOLUME_CAP,ALT_DISPOSAL_OR_WAIT,"SELL_VOLUME_CAP_EXCEEDED(voluntary=367>350, mandates=125 EXEMPT)",90.000000,,VOLUME_CAP_VOLUNTARY_SELL_DOWNGRADED_TO_MAINTAIN
L000041,BB,376920,0.510000,0.402636,1.500000,160759.132130,521,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-54152.872388,0.000000,59364.900000,59364.900000,,,,43.333333,49555.129953,0.131474,-111204.002177,False,True,True,True,0.868526,True,"TIER2_CAPITAL_PRESSURE(score=3.63|AGE=17m,RECOVERY=13.1%)",160759.132130,0.131474,NORMAL,,,,,
L000042,B,225033,0.480000,0.463533,1.500000,100863.839779,254,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-34260.831222,0.000000,35442.697500,35442.697500,,,,43.333333,27202.911107,0.120884,-73660.928672,False,True,True,True,0.879116,True,"TIER2_CAPITAL_PRESSURE(score=3.03|AGE=8m,RECOVERY=12.1%)",100863.839779,0.120884,NORMAL,,,,,
L000043,CCC,7389877,0.450000,0.503173,1.500000,3782081.249655,99,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1139622.605375,0.000000,1163905.627500,1163905.627500,,,,46.021791,895698.546306,0.121206,-2886382.703349,False,True,True,True,0.878794,False,,3782081.249655,0.121206,NORMAL,,,,,
L000044,A,328764,0.370000,0.400000,1.500000,144765.131512,173,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-56876.172000,0.000000,51780.330000,51780.330000,,,,56.983386,42157.864642,0.128231,-102607.266870,False,True,True,True,0.871769,False,,144765.131512,0.128231,NORMAL,,,,,
L000045,BBB,481838,0.440000,0.400000,1.500000,237513.804540,292,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-77575.918000,0.000000,75889.485000,75889.485000,,,,43.333333,69031.003532,0.143266,-168482.801008,False,True,True,True,0.856734,True,"TIER2_CAPITAL_PRESSURE(score=3.05|AGE=10m,RECOVERY=14.3%)",237513.804540,0.143266,NORMAL,,,,,
L000046,BBB,6914813,0.440000,0.400000,1.500000,2470248.706772,215,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1182433.023000,0.000000,1089083.047500,1089083.047500,,,,45.432752,889332.073642,0.128613,-1580916.633130,False,True,True,True,0.871387,False,,2470248.706772,0.128613,NORMAL,,,,,
L000047,A,6107332,0.370000,0.400000,1.500000,2772795.600004,133,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1117641.756000,0.000000,961904.790000,961904.790000,,,,53.504766,838824.507751,0.137347,-1933971.092253,False,True,True,True,0.862653,False,,2772795.600004,0.137347,NORMAL,,,,,
L000048,B,1212076,0.430000,0.436835,1.500000,717302.480034,167,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-193834.593641,0.000000,190901.970000,190901.970000,,,,43.333333,160826.346983,0.132687,-556476.133051,False,True,True,True,0.867313,False,,717302.480034,0.132687,NORMAL,,,,,
L000049,BBB,12949299,0.440000,0.400000,1.500000,5630709.481078,282,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2279076.624000,0.000000,2039514.592500,2039514.592500,,,,43.333333,1636683.823711,0.126392,-3994025.657367,False,True,True,True,0.873608,True,"TIER2_CAPITAL_PRESSURE(score=3.08|AGE=9m,RECOVERY=12.6%)",5630709.481078,0.126392,NORMAL,,,,,
L000050,BB,25065365,0.510000,0.400000,1.500000,7627160.692398,430,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3960327.670000,0.000000,3947794.987500,3947794.987500,,,,43.333333,2948393.254337,0.117628,-4678767.438061,False,True,True,True,0.882372,True,"TIER2_CAPITAL_PRESSURE(score=3.46|AGE=14m,RECOVERY=11.8%)",7627160.692398,0.117628,NORMAL,,,,,
L000051,A,59256729,0.370000,0.400000,1.500000,25251085.748606,135,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-11140265.052000,0.000000,9332934.817500,9332934.817500,,,,46.563752,8130656.029423,0.137211,-17120429.719183,False,True,True,True,0.862789,False,,25251085.748606,0.137211,NORMAL,,,,,
L000052,BBB,70772,0.490000,0.400000,1.500000,32972.361271,406,VENDER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-10686.572000,13799.538558,11146.590000,11146.590000,240.000000,0.190000,0.000000,17.383964,9759.456142,0.137900,-23212.905129,False,True,True,True,0.862100,True,"TIER2_CAPITAL_PRESSURE(score=3.34|AGE=14m,RECOVERY=13.8%)",32972.361271,0.137900,NORMAL,,,,,
L000053,CCC,1263864,0.500000,0.552343,1.500000,424934.027373,298,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-194743.302125,0.000000,199058.580000,199058.580000,,,,43.333333,100235.877867,0.079309,-324698.149506,False,True,True,True,0.920691,True,"TIER2_CAPITAL_PRESSURE(score=3.26|AGE=10m,RECOVERY=7.9%)",424934.027373,0.079309,NORMAL,,,,,
L000054,AA,139465,0.360000,0.400000,1.500000,77864.376824,130,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-24266.910000,0.000000,21965.737500,21965.737500,,,,44.227740,22090.475480,0.158394,-55773.901344,False,True,True,True,0.841606,False,,77864.376824,0.158394,NORMAL,,,,,
L000055,BBB,137544,0.440000,0.400000,1.500000,57435.836603,311,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-22144.584000,0.000000,21663.180000,21663.180000,,,,43.333333,16412.856640,0.119328,-41022.979963,False,True,True,True,0.880672,True,"TIER2_CAPITAL_PRESSURE(score=3.17|AGE=10m,RECOVERY=11.9%)",57435.836603,0.119328,NORMAL,,,,,
L000056,BBB,7174627,0.390000,0.400000,1.500000,4110442.459449,114,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1298607.487000,0.000000,1130003.752500,1130003.752500,,,,46.389996,1170490.522186,0.163143,-2939951.937263,False,True,True,True,0.836857,False,,4110442.459449,0.163143,NORMAL,,,,,
L000057,BB,1943860,0.410000,0.400000,1.500000,1075891.141959,128,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-326568.480000,0.000000,306157.950000,306157.950000,,,,49.288007,290788.598379,0.149593,-785102.543581,False,True,True,True,0.850407,False,,1075891.141959,0.149593,NORMAL,,,,,
L000058,BB,16224307,0.410000,0.400000,1.500000,8989054.014409,158,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2887926.646000,0.000000,2555328.352500,2555328.352500,,,,44.108206,2519338.921114,0.155282,-6469715.093295,False,True,True,True,0.844718,False,,8989054.014409,0.155282,NORMAL,,,,,
L000059,BB,32119845,0.410000,0.400000,1.500000,14397388.783605,98,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-5717332.410000,0.000000,5058875.587500,5058875.587500,,,,46.967173,4306297.388990,0.134070,-10091091.394616,False,True,True,True,0.865930,False,,14397388.783605,0.134070,NORMAL,,,,,
L000060,A,2122666,0.470000,0.400000,1.500000,1023430.137656,713,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-335381.228000,0.000000,334319.895000,334319.895000,,,,43.333333,287711.865063,0.135543,-735718.272593,False,True,True,True,0.864457,True,"TIER1_SEVERE(score=4.08|AGE=24m,RECOVERY=13.6%)",1023430.137656,0.135543,NORMAL,,,,,
L000061,BBB,17063890,0.390000,0.400000,1.500000,7854608.961864,99,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3088564.090000,0.000000,2687562.675000,2687562.675000,,,,47.970524,2350276.203401,0.137734,-5504332.758463,False,True,True,True,0.862266,False,,7854608.961864,0.137734,NORMAL,,,,,
L000062,B,1062404,0.430000,0.539516,1.500000,425275.830652,94,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-193353.175326,0.000000,167328.630000,167328.630000,,,,43.333333,100165.713551,0.094282,-325110.117101,False,True,True,True,0.905718,False,,425275.830652,0.094282,NORMAL,,,,,
L000063,BB,245584,0.410000,0.400000,1.500000,116604.276900,101,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-40030.192000,0.000000,38679.480000,38679.480000,,,,45.745678,31215.252327,0.127106,-85389.024574,False,True,True,True,0.872894,False,,116604.276900,0.127106,NORMAL,,,,,
L000064,BB,474180,0.410000,0.400000,1.500000,252415.880887,140,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-79662.240000,0.000000,74683.350000,74683.350000,,,,54.999113,70512.121886,0.148703,-181903.759002,False,True,True,True,0.851297,False,,252415.880887,0.148703,NORMAL,,,,,
