loan_id,segment,EAD,RW,Accion_micro,Accion_macro,Accion_final,Macro_Selected,Convergencia_Caso,Reason_Code,Decision_Governance,Fire_Sale,Price_to_EAD,fire_sale_threshold,PTI_pre,PTI_post,DSCR_pre,DSCR_post,precio_optimo,pnl,p5,p50,p95,capital_release_cf,capital_release_realized,pnl_realized,restructure_ok,sell_ok,guardrail_reasons,override_applied,override_from,override_to,pti_limit,dscr_limit,pti_headroom,dscr_headroom,rwa_before,rwa_after,capital_release_net,audit_pti_check,audit_dscr_check,audit_price_book_ratio,audit_capital_release,macro_action_used,macro_conflict,macro_applied,Macro_Rationales,Macro_Assignment,Missing_Viability_Inputs,restruct_viable,constraint_blocked,constraint_reason,constraint_metrics_json,plazo_optimo,tasa_nueva,quita,case_status,next_step,next_step_reason,review_due_days,required_data_flags,override_reason,Rationale_CIB,Macro_Evidence,FireSale_Enabled,FireSale_Triggered,FireSale_Triggers,Explanation_micro,Explanation_macro,Explanation_final,Accion,Explanation,EVA_pre,EVA_post,ΔEVA,RORWA_pre,RORWA_post,RWA_pre,RWA_post,capital_liberado,rating,PD,LGD,rate,DPD,secured,decision_financial,decision_override,decision_ppo,decision_final,final_rationale,base_state,risk_extremo,fire_sale,fire_sale_source,Sell_Blocked,Sell_Blocked_Reason,Score_keep,Score_restruct,Score_sell,bank_profile,bank_strategy,price_ratio_ead,book_value,book_value_source,price_ratio_book,fire_sale_threshold_book,pnl_book,EVA_gain,RORWA_gain,ok,msg,cured,Macro_Steps_Sold,Macro_Steps_Restruct,override_level,pnl_ratio_book,recommended_action,recommended_sale_price,recommended_sale_recovery,valor_referencia,recovery_sale,score_mandate,sale_mandate_tier,sale_mandate,sale_mandate_reason,sale_insulting_flag,sale_loss_pct,sale_within_loss_cap,recovery_rate,sale_meets_recovery_min,sale_executable,sale_reason_code,acceptance_score,restruct_executable,restructure_reason_code,action_before_executability,final_action_executability,execution_status,run_id,macro_selected,macro_action
L000042,SME,157830,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,False,0.14484359927978763,0.1,,,1.204292031240298,2.928251745483099,22860.66527432888,-49564.96019868206,13335.35484878113,23323.24465900359,32182.96405178427,24858.225,10925.24963998068,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.828251745483099,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=90,292€, EVA_post=31,082€; DSCR=2.93, PTI=NA. PD=44.0%, LGD=40.0%, DPD=246.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,False,,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=90,292€, EVA_post=31,082€; DSCR=2.93, PTI=NA. PD=44.0%, LGD=40.0%, DPD=246. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=90,292€, EVA_post=31,082€; DSCR=2.93, PTI=NA. PD=44.0%, LGD=40.0%, DPD=246. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-25410.63,31082.14647793321,90291.79393002743,-0.007333333333333331,0.2171187523071332,236745.0,132695.0034287555,10925.24963998068,BBB,0.4399999999999999,0.4,0.083,246,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.006,0.1433600340959974,-1000000000000.0,balanceado,Banco balanceado,0.1448435992797876,72425.62547301094,provided,0.31564332548081064,0.2,-49564.96019868206,90291.79393002743,0.2421681671883223,1.0,OK (mejora significativa),1.0,,,NONE,-0.6843566745191895,REESTRUCTURAR,22860.66527432888,,72425.62547301094,0.14484359927978763,2.4432743623076085,NONE,False,,False,0.8551564007202125,True,0.14484359927978763,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000043,Corporate,1886147,1.5,REESTRUCTURAR,REESTRUCTURAR,VENDER,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.12175663216578077,0.1,,,0.9544167928659179,1.176925869949385,229650.9064895909,-523692.1422390637,133962.6949886678,234297.830528728,323299.7281279316,297068.1525,297068.1525,-523692.1422390637,,True,,False,NONE,NONE,,,,,2829220.5,0.0,130562.1670956132,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,105,749€, EVA_post=374,185€; DSCR=1.18, PTI=NA. PD=46.0%, LGD=40.4%, DPD=294.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,105,749€, EVA_post=374,185€; DSCR=1.18, PTI=NA. PD=46.0%, LGD=40.4%, DPD=294. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,105,749€, EVA_post=374,185€; DSCR=1.18, PTI=NA. PD=46.0%, LGD=40.4%, DPD=294. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-309242.1501667881,374184.7340992508,1105749.005515945,-0.00930295117216494,0.2179819361598343,2829220.5,1585771.289565588,130562.1670956132,BB,0.46,0.4041496815575976,0.085,294,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1447704261533387,-1000000000000.0,balanceado,Banco balanceado,0.1217566321657808,753343.0487286546,provided,0.304842404635114,0.22,-523692.1422390637,1105749.005515945,0.2472691853185149,1.0,OK (mejora significativa),1.0,,,NONE,-0.695157595364886,REESTRUCTURAR,229650.9064895909,,753343.0487286546,0.12175663216578077,2.59495589101788,NONE,False,,False,0.8782433678342192,True,0.12175663216578077,True,True,VOLUNTARY_SALE_ACCEPTABLE,9.077034797975395,False,RESTRUCT_BLOCKED_LOW_ACCEPTANCE(9<25),REESTRUCTURAR,VENDER,FALLBACK_SALE,pc10_final_clean_baseline_20260221_123550,False,NONE
L000044,SME,257197,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.14983064218617426,0.1,,,0.9958412367378726,2.398938218865347,38535.99167835746,-100735.0454701141,22479.27246708964,39315.75705720765,54250.49621268488,40508.5275,17803.59520784458,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.2989382188653469,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=146,164€, EVA_post=50,808€; DSCR=2.40, PTI=NA. PD=41.0%, LGD=40.0%, DPD=125.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=146,164€, EVA_post=50,808€; DSCR=2.40, PTI=NA. PD=41.0%, LGD=40.0%, DPD=125. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=146,164€, EVA_post=50,808€; DSCR=2.40, PTI=NA. PD=41.0%, LGD=40.0%, DPD=125. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-41923.111,50808.31640172962,146164.1133645732,-0.008666666666666668,0.2174826939260421,385795.5,216237.4504014802,17803.59520784458,BB,0.41,0.4,0.075,125,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1442036236583201,-1000000000000.0,balanceado,Banco balanceado,0.1498306421861743,139271.0371484716,provided,0.2766978150473288,0.2,-100735.0454701141,146164.1133645732,0.2410660391994364,1.0,OK (mejora significativa),1.0,,,NONE,-0.7233021849526708,REESTRUCTURAR,38535.99167835746,,139271.0371484716,0.14983064218617426,2.193938892084229,NONE,False,,False,0.8501693578138257,True,0.14983064218617426,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000045,SME,521547,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.12763798632273937,0.1,,,1.037438645170626,2.101177342911196,66569.20885266575,-207111.8023812551,38831.94173923623,67916.21880621804,93715.31535728481,82143.65250000001,36102.33272497627,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.001177342911196,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=303,371€, EVA_post=103,287€; DSCR=2.10, PTI=NA. PD=43.0%, LGD=47.1%, DPD=117.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_BOOK_RATIO;PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=303,371€, EVA_post=103,287€; DSCR=2.10, PTI=NA. PD=43.0%, LGD=47.1%, DPD=117. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=303,371€, EVA_post=103,287€; DSCR=2.10, PTI=NA. PD=43.0%, LGD=47.1%, DPD=117. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-84619.58377015732,103286.6343470005,303370.7152374798,-0.008164855414318458,0.2177756921329419,782320.5,438488.7597621309,36102.33272497627,B,0.43,0.4709175959138497,0.095,117,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1441030294000184,-1000000000000.0,balanceado,Banco balanceado,0.1276379863227394,273681.0112339208,provided,0.24323649109790693,0.2,-207111.8023812551,303370.7152374798,0.2456542795472301,1.0,OK (mejora significativa),1.0,,,NONE,-0.7567635089020932,REESTRUCTURAR,66569.20885266575,,273681.0112339208,0.12763798632273937,2.2337598465886073,NONE,False,,False,0.8723620136772606,True,0.12763798632273937,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000046,Corporate,7866964,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1288413354860597,0.1,,,1.247927451067423,1.932723874428216,1013590.147980754,-2719156.075966478,591259.4464050976,1034099.870744238,1426919.772642747,1239046.83,544564.0601200085,0.0,True,,,False,NONE,NONE,0.425,1.1,,0.8327238744282159,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,635,503€, EVA_post=1,561,486€; DSCR=1.93, PTI=NA. PD=41.0%, LGD=40.0%, DPD=178.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,635,503€, EVA_post=1,561,486€; DSCR=1.93, PTI=NA. PD=41.0%, LGD=40.0%, DPD=178. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,635,503€, EVA_post=1,561,486€; DSCR=1.93, PTI=NA. PD=41.0%, LGD=40.0%, DPD=178. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-1360984.772,1561486.478392114,4635502.943188203,-0.01533333333333333,0.2180418631980632,11800446.0,6614121.617904681,544564.0601200085,BB,0.41,0.4,0.065,178,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.147785695387908,-1000000000000.0,balanceado,Banco balanceado,0.1288413354860597,3732746.223947232,provided,0.27154006384846663,0.22,-2719156.075966478,4635502.943188203,0.2482918751381242,1.0,OK (mejora significativa),1.0,,,NONE,-0.7284599361515334,REESTRUCTURAR,1013590.147980754,,3732746.223947232,0.1288413354860597,2.350164197981151,NONE,False,,False,0.8711586645139403,True,0.1288413354860597,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000047,Corporate,7998024,1.5,REESTRUCTURAR,REESTRUCTURAR,VENDER,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.13360748411235512,0.1,,,1.094071735397407,1.302237556170452,1068595.864510235,-2579119.522092055,623346.0344299785,1090218.613084668,1504356.145402151,1259688.78,1259688.78,-2579119.522092055,,True,,False,NONE,NONE,,,,,11997036.0,0.0,553636.2467626992,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,800,281€, EVA_post=1,587,504€; DSCR=1.30, PTI=NA. PD=39.0%, LGD=40.0%, DPD=156.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,800,281€, EVA_post=1,587,504€; DSCR=1.30, PTI=NA. PD=39.0%, LGD=40.0%, DPD=156. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,800,281€, EVA_post=1,587,504€; DSCR=1.30, PTI=NA. PD=39.0%, LGD=40.0%, DPD=156. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-1447642.344,1587504.289438162,4800281.428435606,-0.02066666666666666,0.2180421728867192,11997036.0,6724309.840355246,553636.2467626992,BBB,0.39,0.4,0.05300000000000001,156,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1504258516096805,-1000000000000.0,balanceado,Banco balanceado,0.1336074841123551,3647715.386602289,provided,0.2929493535693836,0.22,-2579119.522092055,4800281.428435606,0.2519409600120326,1.0,OK (mejora significativa),1.0,,,NONE,-0.7070506464306167,REESTRUCTURAR,1068595.864510235,,3647715.386602289,0.13360748411235512,2.2951819422413373,NONE,False,,False,0.866392515887645,True,0.13360748411235512,True,True,VOLUNTARY_SALE_ACCEPTABLE,14.089502246818077,False,RESTRUCT_BLOCKED_LOW_ACCEPTANCE(14<25),REESTRUCTURAR,VENDER,FALLBACK_SALE,pc10_final_clean_baseline_20260221_123550,False,NONE
L000048,MidCap,1181527,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1271450490074115,0.1,,,1.137884260345839,2.18529092223924,150225.3083185799,-406563.6709554107,87631.21150045475,153265.0768402166,211485.3456480172,186090.5025,81787.22316021955,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.0852909222392397,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=697,105€, EVA_post=234,305€; DSCR=2.19, PTI=NA. PD=39.0%, LGD=40.0%, DPD=152.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=697,105€, EVA_post=234,305€; DSCR=2.19, PTI=NA. PD=39.0%, LGD=40.0%, DPD=152. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=697,105€, EVA_post=234,305€; DSCR=2.19, PTI=NA. PD=39.0%, LGD=40.0%, DPD=152. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-207948.752,234304.7553166887,697104.5820841192,-0.01733333333333334,0.217934927185311,1772290.5,993364.5651407662,81787.22316021955,BBB,0.39,0.4,0.058,152,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.148721751747616,-1000000000000.0,balanceado,Banco balanceado,0.1271450490074116,556788.9792739906,provided,0.26980654055772074,0.22,-406563.6709554107,697104.5820841192,0.248500380977291,1.0,OK (mejora significativa),1.0,,,NONE,-0.7301934594422792,REESTRUCTURAR,150225.3083185799,,556788.9792739906,0.1271450490074115,2.3035076874265914,NONE,False,,False,0.8728549509925885,True,0.1271450490074115,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000049,Large Corporate,9615203,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1332755011489634,0.1,,,1.06631680323594,2.018243448973318,1281470.998474016,-3126472.670023709,747522.8864954608,1307401.217863487,1804039.146822427,1514394.4725,665580.0108603634,0.0,True,,,False,NONE,NONE,0.425,1.1,,0.918243448973318,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=5,867,088€, EVA_post=1,908,544€; DSCR=2.02, PTI=NA. PD=39.0%, LGD=40.0%, DPD=162.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=5,867,088€, EVA_post=1,908,544€; DSCR=2.02, PTI=NA. PD=39.0%, LGD=40.0%, DPD=162. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=5,867,088€, EVA_post=1,908,544€; DSCR=2.02, PTI=NA. PD=39.0%, LGD=40.0%, DPD=162. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-1788427.758,1908543.947988739,5867088.036979764,-0.02399999999999999,0.2180452994119085,14422804.5,8083947.253710826,665580.0108603634,BBB,0.39,0.4,0.048,162,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1520774287785485,-1000000000000.0,balanceado,Banco balanceado,0.1332755011489634,4407943.668497724,provided,0.29071855151696063,0.22,-3126472.670023709,5867088.036979764,0.2552774198705552,1.0,OK (mejora significativa),1.0,,,NONE,-0.7092814484830395,REESTRUCTURAR,1281470.998474016,,4407943.668497724,0.1332755011489634,2.307757413515474,NONE,False,,False,0.8667244988510366,True,0.1332755011489634,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000050,Large Corporate,17367271,1.5,REESTRUCTURAR,REESTRUCTURAR,VENDER,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1326296206157406,0.1,,,1.103605992679779,1.245921717376348,2303414.563860754,-5875409.032834541,1343655.147579048,2350023.535157752,3242718.757985193,2735345.1825,2735345.1825,-5875409.032834541,,True,,False,NONE,NONE,,,,,26050906.5,0.0,1202190.782742171,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,407,406€, EVA_post=3,447,471€; DSCR=1.25, PTI=NA. PD=41.0%, LGD=40.0%, DPD=115.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,407,406€, EVA_post=3,447,471€; DSCR=1.25, PTI=NA. PD=41.0%, LGD=40.0%, DPD=115. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,407,406€, EVA_post=3,447,471€; DSCR=1.25, PTI=NA. PD=41.0%, LGD=40.0%, DPD=115. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-3091374.238,3447471.465462595,10407405.94081142,-0.01866666666666667,0.2180522013734397,26050906.5,14601470.47388408,1202190.782742171,BB,0.41,0.4,0.06,115,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1494409104581114,-1000000000000.0,balanceado,Banco balanceado,0.1326296206157406,8178823.596695296,provided,0.2816315251977635,0.22,-5875409.032834541,10407405.94081142,0.251635546646834,1.0,OK (mejora significativa),1.0,,,NONE,-0.7183684748022364,REESTRUCTURAR,2303414.563860754,,8178823.596695296,0.1326296206157406,2.217365589567552,NONE,False,,False,0.8673703793842594,True,0.1326296206157406,True,True,VOLUNTARY_SALE_ACCEPTABLE,11.836868695053914,False,RESTRUCT_BLOCKED_LOW_ACCEPTANCE(12<25),REESTRUCTURAR,VENDER,FALLBACK_SALE,pc10_final_clean_baseline_20260221_123550,False,NONE
L000051,Large Corporate,17775786,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1271446668147435,0.1,,,0.978613631696077,1.67661884358888,2260096.388340182,-6384935.716975986,1318386.274821556,2305828.82806047,3181735.962041237,2799686.295,1230468.856344634,0.0,True,,,False,NONE,NONE,0.425,1.1,,0.5766188435888799,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,952,007€, EVA_post=3,528,569€; DSCR=1.68, PTI=NA. PD=48.0%, LGD=47.4%, DPD=191.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,952,007€, EVA_post=3,528,569€; DSCR=1.68, PTI=NA. PD=48.0%, LGD=47.4%, DPD=191. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=10,952,007€, EVA_post=3,528,569€; DSCR=1.68, PTI=NA. PD=48.0%, LGD=47.4%, DPD=191. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-3016550.725850946,3528569.177009748,10952007.4920265,-0.01313332739457843,0.2180523981123667,26663679.0,14944927.98719396,1230468.856344634,B,0.48,0.4737499628827819,0.1,191,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1467020067629539,-1000000000000.0,balanceado,Banco balanceado,0.1271446668147435,8645032.105316168,provided,0.2614329664490616,0.2,-6384935.716975986,10952007.4920265,0.2572574627063552,1.0,OK (mejora significativa),1.0,,,NONE,-0.7385670335509384,REESTRUCTURAR,2260096.388340182,,8645032.105316168,0.1271446668147435,2.379854483035031,NONE,False,,False,0.8728553331852564,True,0.1271446668147435,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
